image_id,image_url,questions
411875__17628,https://farm1.staticflickr.com/1/411875_7ad71bffee_o.jpg,How did a giant lobster get on the beach?---What is this statue made out of?---Why is that lobster so pink?---Who paid for that inflatable lobster?---How big is the purple kite?
4975308981__72157624796276259,http://farm5.staticflickr.com/4128/4975308981_a7fa754ca4_o.jpg,What grade is he in?---Who is the little boy looking at the camera?---What grade are these children in?---What grade are these kids in?---Is it his first day in this class?---What grade is this?---What grade are these kids in?---What grade are the boys in?---What grade is this?---Who is the little boy looking at the camera?
542799073__72157600344645391,http://farm2.staticflickr.com/1323/542799073_285668d966_o.jpg,Was the food spicy?---What cuisine is being served?---Who made the food?---Is this a buffet?---What event is this food being served for?
14520726__351482,https://farm1.staticflickr.com/14/14520726_ea53ac0bc3_o.jpg,Do you know who owns this motorcyce?---What kind of motorcycle is that?---Is that a custom bike?---Is that your motorcycle?---What kind of motorcycle is that?
6114309__152853,https://farm1.staticflickr.com/3/6114309_5bf63c338e_o.jpg,Is she at disney world?---Who's the girl?---Where did she get her mouse ears?---Is she wearing mouse ears?---Is she at Disneyland?
497348140__72157600212596308,https://farm1.staticflickr.com/223/497348140_2d9e54c4fc_o.jpg,Where is she?---Has she been hiking long?---What is her name?---How far are they traveling?---Where is this woman hiking?
431284863__72157600019167250,https://farm1.staticflickr.com/176/431284863_2e8f7afcae_o.jpg,Did it end up raining?---Is it going to rain today?---Is that an ocean?---Which ocean is that in the distance?---Is it about to rain?
349780752__72157594466241352,https://farm1.staticflickr.com/124/349780752_8bc9eef2a5_o.jpg,Was someone getting married?---Where was the reception?---Who is getting married?---Was this a wedding?---How long have they been together?
43867300__72157594243108434,http://farm1.staticflickr.com/24/43867300_fd49794270_o.jpg,Was it his birthday?---How old is the little boy?---What did the child get for a gift?---What did he get for a present?---Did he not get what he wanted?
4260910842__72157623051691407,https://farm3.staticflickr.com/2787/4260910842_b677f19fdf_o.jpg,Isn't that heater dangerous?---How old is that radiator?---Is that a picture of your living room?---Does the radiator still work?---Does that radiator need a repair?
344250735__72157594456967158,https://farm1.staticflickr.com/141/344250735_7c65a0eaa1_o.jpg,Where are they skiing at?---What mountain range is that?---How high up are they?---What mountain are these people skiing on?---Who are those boys?
3603621130__72157619692962767,https://farm4.staticflickr.com/3331/3603621130_30c5f85b8e_o.jpg,What kind of flower are the tiny yellow ones?---Who planted the flowers?---Are these considered wildflowers?---What type of flowers are in the picture?---During which season was this picture taken?
322308139__72157594420171255,https://farm1.staticflickr.com/124/322308139_6fc1dd762a_o.jpg,What kind of flowers are those?---What kind of flower is that?---What type of flower is that?---Who grew those flowers?---What kind of plant is this?
5896361206__72157626978502319,https://farm6.staticflickr.com/5271/5896361206_c21644e242_o.jpg,Is there a holiday going on that fireworks are being lit?---Was this taken at a July 4th celebration?---What was the occassion of these fireworks?---What is the reason for the fireworks?---What is the firework show celebrating?
9372041649__72157634803519067,https://farm4.staticflickr.com/3811/9372041649_096e2b134d_o.jpg,Are they having a party at this house?---Whose house is that?---Is that a picture of your house?---Are they having a party?---What are the people outside the house doing?
511413890__72157600255189232,https://farm1.staticflickr.com/207/511413890_0f8e27abaf_o.jpg,Is the pizza almost dones?---What kind of pizza is that?---Was this an attempt at pizza?---Is this a dish for a restaurant?---How long did it take to bake the pizza?
5488517678__72157626047321401,https://farm6.staticflickr.com/5300/5488517678_0e39775bb7_o.jpg,How far will the rocket go?---How high will that firework fly?---Why is he lighting that?---What kind of hat is he wearing?---What is this lit object?
5310653227__72157625717241500,https://farm6.staticflickr.com/5049/5310653227_b848c9f26c_o.jpg,How can you see the path of the fireworks?---Aren't they standing too close to the fireworks?---How long did it take to create this photo?---Was it the 4th of July?---Are those streaks fireworks?
4078176082__72157622615201929,http://farm3.staticflickr.com/2706/4078176082_6e1c5126f7_o.jpg,How old are the children?---Are the boys twins?---Are these two boys twins?---Are those the kids parents or grand parents?---Are these children adopted?
2801914890__72157606928000309,https://farm4.staticflickr.com/3235/2801914890_01b023fc8e_o.jpg,Are they married?---Why is the man's tongue sticking out?---Does that annoy her?---How gross is he?---Are these two married?
1152279__29583,https://farm1.staticflickr.com/1/1152279_b9bec564b0_o.jpg,"The image is broke and did not load.---Where did the picture go?---This hit did not load an image. It simply said ""scene"" I tried loading the hit in a different browser, and got the same error. I used both Firefox and Chrome."
341405113__72157594452576303,https://farm1.staticflickr.com/162/341405113_6227c7df56_o.jpg,Whose party is this?---What are they celebrating?---Which game were you watching?---How many people showed up?---Are they staring at a tv?
4275911387__72157623090240829,https://farm5.staticflickr.com/4006/4275911387_689e5f2cd4_o.jpg,Are these all the dingies used to get across the lake and back?---What kind of boats are those?---Why does the water look green?---Who owns those boats?---Are these rental boats?
23171528__533469,https://farm1.staticflickr.com/19/23171528_caca6a1c75_o.jpg,What is she looking at?---What is her name?---What is she looking at?---Is she at a beach party?---Is she sad?
23834415__546469,https://farm1.staticflickr.com/18/23834415_12c248e3a7_o.jpg,Is this a Halloween party?---What is coming out of her nose?---Why is she wearing zombie makeup?---Is she dressed up or actually bleeding?---Is her nose really bleeding?
4399736591__72157623540135902,https://farm5.staticflickr.com/4003/4399736591_1981a3188e_o.jpg,What song was he playing?---What song is he playing?---Is he a famous trumpet player?---What instrument is he playing?---What song is he playing here?
540519986__72157600339075832,https://farm2.staticflickr.com/1142/540519986_a66a443331_o.jpg,How long has that been in the fridge?---What kind of food is that?---What are the ingredients in the sauce?---What kind of dish is that?---What's the name of this dish?
346519598__72157594469114163,https://farm1.staticflickr.com/165/346519598_298a5dcb94_o.jpg,Is this person going to be okay?---Is there a beach nearby?---Where was this taken?---What desert is that?---What desert is this?
4449401790__72157623659667610,https://farm5.staticflickr.com/4043/4449401790_a4c503d998_o.jpg,Who is he waving at?---Who is the guy raising his hand?---Why is the man waving?---Is the big waving man famous?---Did he win something?
10016983__247605,https://farm1.staticflickr.com/5/10016983_d107e70c8e_o.jpg,When did you visit there?---What bridge is that?---What marina are the boats in?---How did you get a shot while moving?---Do big ships come there?
15710057333__72157648067027484,https://farm9.staticflickr.com/8595/15710057333_4d8f752a47_o.jpg,Why were they protesting?---When and where did this protest take place?---How many people tweeted that?---Are they protesting?---How many showed up?
6627451531__72157628703386295,https://farm8.staticflickr.com/7022/6627451531_364d63116e_o.jpg,Did you take this from the hotel balcony?---Is that a holiday?---What are the fireworks celebrating?---What kind of celebration was the city having?---Is this a Photoshopped picture?
3263882__81868,https://farm1.staticflickr.com/1/3263882_8fbec4bcae_o.jpg,What is he looking for?---What record did he pick?---Is he looking though old records?---How many records do you have?---What is he looking at?
484342973__72157600177546882,https://farm1.staticflickr.com/217/484342973_4767c779b4_o.jpg,How much is rent here?---Is that still a duplex or are both side now one home?---Was that your house?---Is that a picture of your house?---How much would it cost to rent this house?
9100656928__72157634242565865,http://farm6.staticflickr.com/5524/9100656928_9bb3ba7d87_o.jpg,Who is the lady speaking at this event?---Who is speaking at the ceremony?---How many people are graduating?---How long was the ceremony?---What was she giving a speech on?
6615513115__72157628670152073,https://farm8.staticflickr.com/7028/6615513115_706783400d_o.jpg,How often do they fall?---What show is this?---How long has these people been peforming at the circus?---Did anyone fall?---How far could he ride on that thing on a rope?
205116794__72157594204326665,https://farm1.staticflickr.com/65/205116794_8050e701ab_o.jpg,Is that your boat?---Is that a fishing boat or cruise boat?---Is this boat on land?---Who owns the boat?---How large is this boat?
6683700793__72157628835838689,http://farm8.staticflickr.com/7148/6683700793_4c50f260d0_o.jpg,Why are people so jealous of my flavors and puffy billows of smoke?---What is this lady chewing on?---Who is she?---What is in her mouth?---What is in this woman's mouth?
5403029344__72157625816691809,https://farm6.staticflickr.com/5297/5403029344_3b16e9837d_o.jpg,What is this cat's name?---What kind of cat is that?---What breed of cat is this?---What kind of cat is that?---Is that the real color of the cat's fur?
167308098__72157594166003577,https://farm1.staticflickr.com/44/167308098_3036193297_o.jpg,What building is that?---How tall is this building?---What's so special about this building?---How many people walk past this building every day?---What building is that?
550420771__72157600361239357,https://farm1.staticflickr.com/235/550420771_ba004fba85_o.jpg,Are all the fire trucks there yellow?---How did the child get next to the fire truck?---Was there a fire?---Is that fire truck going to an emergency?---Was there an emergency?
7600110__189722,https://farm1.staticflickr.com/7/7600110_05b6140006_o.jpg,What where they all looking at so intently?---What is written in the birthday card?---Are they at a nursing home?---Is this a nursing home?---What are the people reading?
5313108296__72157625595972609,https://farm6.staticflickr.com/5246/5313108296_a9a20dd2c2_o.jpg,What is the man eating?---What does she have on her head?---What were they celebrating?---Was everyone Asian?---What was everyone celebrating?
1410188390__72157602701777936,https://farm2.staticflickr.com/1107/1410188390_7c1b18640f_o.jpg,Who is dressed up in the costume?---Are those english bulldog statues?---Does the person with the blue shirt know they lost the back half of their costume?---What is the deal with those yellow dogs?---How much do the bull dog statues weigh?
2697521560__72157606354794323,http://farm4.staticflickr.com/3286/2697521560_d7ed5d25e8_o.jpg,What is her name?---Is she taking a picture for prom?---Is this from a wedding photo shoot?---Is this for an ad?---Is this a graduation photo?
4903747120__72157624754625440,https://farm5.staticflickr.com/4073/4903747120_5ce45de706_o.jpg,Why is she dressed up in an old dress?---Why is the woman dressed up like that?---Is that outfit comfortable?---What kind of flowers are on her hat?---Why is the lady dressed like this?
426093822__72157600008125169,https://farm1.staticflickr.com/148/426093822_30dbf4c654_o.jpg,What forest is that?---Is this in a national park?---Is it going to rain soon?---Where is this?---Are those palmetto bushes?
6714813731__72157628911601341,https://farm8.staticflickr.com/7001/6714813731_b98565d636_o.jpg,Is everybody there protesting against the same thing?---Why were they protesting?---What are they protesting?---Do she know she's full of it?---What were they protesting?
8698106__215879,https://farm1.staticflickr.com/8/8698106_a5c1fff3e1_o.jpg,How tall is the triangular building?---What time of the day was this picture taken at?---Where is this skyline located?---What city is this?---Is traffic always that bad?
1770597__44996,https://farm1.staticflickr.com/2/1770597_1738297576_o.jpg,Who is the guy in the hat?---What are they laughing at>---What is he pointing at?---What could the blond person be pointing at?---What is he pointing at?
2894029__73576,https://farm1.staticflickr.com/2/2894029_b54400d557_o.jpg,What is she drinking?---What is she dressed up for?---Is that her first drink of the night?---What is she drinking?---What is she looking at?
219374__4946,https://farm1.staticflickr.com/1/219374_8dc9369596_o.jpg,What is this dish called?---Did you like the food there?---How did it taste?---What kind of food is that?---What kind of food is that?
23698297__543686,https://farm1.staticflickr.com/18/23698297_165c750e8c_o.jpg,Is this fireworks?---Who shot off the fireworks?---What was the special event for these fireworks?---What were the fireworks for?---What kind of firework is that?
4242681332__72157623132347916,https://farm5.staticflickr.com/4044/4242681332_7761bd1077_o.jpg,What is the little girls name?---How old is the girl?---How old is the girl?---How old is this child?---How old is she?
4342218884__72157623258497093,https://farm3.staticflickr.com/2707/4342218884_c807cc5583_o.jpg,What building is that?---Will the circus sell out?---Is the Magical Tower Circus a good show?---Why is the clown so freaky?---Where is this venue located?
3560724588__72157618650067479,https://farm4.staticflickr.com/3319/3560724588_2b169d8085_o.jpg,What year did they graduate?---What was her major?---Who graduated?---What degree did they recieve?---Is this a college graduation?
35973207__795330,https://farm1.staticflickr.com/26/35973207_6640502166_o.jpg,How old is the baby?---Is she the baby's grandmother?---How old is the baby?---Was he grumpy?---How old is the baby?
349305459__72157594465479147,https://farm1.staticflickr.com/136/349305459_fb1709b273_o.jpg,What is her name?---Whom is she visiting?---Does she have someone buried in this cemetery?---Did she put flowers on a grave?---What is the name of this cemetary?
5031500__126772,https://farm1.staticflickr.com/5/5031500_16e5941e95_o.jpg,What kind of parade is this?---What kind of parade is this?---What type of festival is going on?---Was that a parade?---What country is this dance from?
4762900564__72157624423574250,https://farm5.staticflickr.com/4075/4762900564_e5321aa2a9_o.jpg,Who planted the flowers?---What kind of flower is that?---How many petunias were there?---Are those flowers in your garden?---What kind of flowers are those?
2581806548__72157605632073981,https://farm4.staticflickr.com/3036/2581806548_39bf204039_o.jpg,Does this couple love each other?---What is the girl's name:---Is this an engagement photo?---How old are they?---Are they a couple?
19009937__447278,https://farm1.staticflickr.com/13/19009937_8f348dc164_o.jpg,What kind of meat is that?---What meat is this?---Is that brisket?---What type of meat is that?---Is that bbq burnt?
4281039845__72157623103842761,https://farm3.staticflickr.com/2794/4281039845_336ab4efc8_o.jpg,What is her name?---What kind of music was she singing?---What is she singing?---What is around her neck?---Where is that necklace from?
55965874__1212735,https://farm1.staticflickr.com/33/55965874_46a8b71f1d_o.jpg,"How many pumpkins at the pumpkin patch?---How cold is it at this time of the evening?---Did you bring the kids?---That's beauty, how close to Halloween was it?---Where is that mountain located?"
377396156__72157594513823620,https://farm1.staticflickr.com/127/377396156_4b264ddc9e_o.jpg,Where was this taken?---Does the ferris wheel have lights?---Where is that Ferris wheel?---Is this ferris wheel still in operation?---How big is the ferris wheel?
59947__11785,https://farm1.staticflickr.com/1/59947_905848acdb_o.jpg,What is she taking a picture of?---What were they focused on?---Why the dew rag?---What is the lady taking a picture of?---Are they allowed to film something in that place?
29198117__657373,https://farm1.staticflickr.com/23/29198117_ee73f66630_o.jpg,What is this a photo of?---What is the imprint of?---What made that hole?---Is that a beach?---What made that pit?
1363276234__72157601963162806,https://farm2.staticflickr.com/1168/1363276234_4b9e81dec7_o.jpg,What did she get?---Is she a volunteer?---What is her name?---What is in the envelope?---What was the occasion?
2756834677__72157606689710138,https://farm4.staticflickr.com/3276/2756834677_f29603c095_o.jpg,Is this a wedding?---Is this a casual wedding or a formal wedding?---Are they just getting engaged?---Is this a wedding?---Did they get married?
72995103__1567951,http://farm1.staticflickr.com/35/72995103_dc1f4a4a08_o.jpg,Where is the bus going?---Who is that man?---Is this a bus or a train car?---Where is this train going?---Where were you going?
2280475537__72157603954690359,http://farm3.staticflickr.com/2111/2280475537_23c4d41499_o.jpg,Was this on a hike?---What is her name?---Was she birdwatching?---Why are her eyes closed?---Where was this taken?
2180788951__72157603679486535,http://farm3.staticflickr.com/2343/2180788951_b2ee07c21c_o.jpg,Is this an elephant seal?---What kind of animal is that?---Was there more than one seal?---Is this in a pool?---Is the seal in an aquarium?
4892961649__72157624727998140,https://farm5.staticflickr.com/4097/4892961649_f6eca7c39a_o.jpg,Why is she dressed like that?---Does that woman have implants?---Was she a dancer?---What is the age of the woman?---DO natives find this costume insulting?
142379517__72057594128446512,https://farm1.staticflickr.com/53/142379517_c17558f2f2_o.jpg,Why do they have their hands up?---Why are their hands in the air?---Are they doing the YMCA dance?---What are these people celebrating?---What were they celebrating?
26790403__607536,https://farm1.staticflickr.com/23/26790403_5e0876fb00_o.jpg,What are all the people gathered for?---Who was performing?---Where did this take place?---What concert are these people attending?---Who is performing at this concert?
2473089628__72157604924574250,http://farm4.staticflickr.com/3236/2473089628_00c56d6ca0_o.jpg,Who is going to win the race?---What running event is this?---How many miles is the race?---Is it possible to run across the whole city in 6 minutes?---What race are these people running?
1689327270__72157602601792308,https://farm3.staticflickr.com/2244/1689327270_e0f1374334_o.jpg,Is this pool at a resort?---What kind of building is that?---Where is this place located?---Is this SecondLife?---Is this a model?
10513184__267239,https://farm1.staticflickr.com/8/10513184_8e4c9c73ec_o.jpg,How much does the statue weigh?---Where is this buddha statue?---Is that kid humping that thing?---How tall is that statue?---What is the importance of that statue?
4264888223__72157623186651016,https://farm5.staticflickr.com/4050/4264888223_8a4cdb9a80_o.jpg,Why is she shrugging?---What kind of drink is she holding?---Is the woman drunk?---What is her name?---What were they celebrating?
4394128353__72157623536280056,https://farm5.staticflickr.com/4030/4394128353_0160e406d6_o.jpg,What is he wearing on his head?---Does this man have a head injury?---What health conditions does he have?---What's wrong with him?---What happened to him?
4243263755__72157623150525078,https://farm3.staticflickr.com/2778/4243263755_87f492f2d1_o.jpg,Do people still come to this outdoor theatre?---How old is this amphitheater?---Is that an ancient ruin?---What are these the ruins of?---How old is the ampitheatre?
6796912595__72157629117956299,https://farm8.staticflickr.com/7144/6796912595_0e92f1c752_o.jpg,How old is this cathedral?---What city is that in?---How long has the church been under renovations?---What is the importance of that building?
548832281__72157600357230378,http://farm2.staticflickr.com/1321/548832281_4e43bcd712_o.jpg,Why does he look so disapproving?---What type of work does this man do?---Why is this picture so blurry?---Is he always grumpy?---Why is the resolution terrible in this picture?
193535550__72157629848024524,https://farm1.staticflickr.com/61/193535550_6e737da7ba_o.jpg,When will the room be needed next?---Is that your house?---Why is the room vacant?---How many chairs are in this room?---What kind of meetings do they hold here?
2036908644__72157603198917124,https://farm3.staticflickr.com/2253/2036908644_297f20bb32_o.jpg,Did he just graduate?---What degree did he earn?---How long did it take Landon to graduate?---What degree did he graduate with?---Who graduated?
2209225319__72157603766250446,https://farm3.staticflickr.com/2381/2209225319_3a1672566b_o.jpg,Is he lounging at his own property?---Was it cold there?---Was this from a party?---What is his name?---Where was this taken?
6247762778__72157627901226482,http://farm7.staticflickr.com/6117/6247762778_08623c1fbf_o.jpg,How is that little boy able to blow such big bubbles?---What was the gathering for?---Did the boy pop the bubble?---What is the little boys name?---How big are those bubbles he is blowing?
4501430777__72157623802023496,https://farm5.staticflickr.com/4068/4501430777_a82c55eb9d_o.jpg,What is the story about this couple?---What cemetary is this?---Did you know the people that are buried there?---Do they have any living relatives?---Are they buried together?
283051385__72157594351028401,https://farm1.staticflickr.com/121/283051385_bb7ec14494_o.jpg,Are they on vacation?---What is the weather like here?---Are they married?---What is his name?
244155115__72157594285769353,https://farm1.staticflickr.com/86/244155115_602695fa86_o.jpg,Is that a soup made of chopped onions?---What kind of soup is this ?---Who made the soup?---What kind of dish is that?---What type of food is this?
6740110569__72157628976365435,https://farm8.staticflickr.com/7010/6740110569_b2733dcffd_o.jpg,Who is the lady holding the bag?---What did they buy at the market?---What are they shopping for?---How long have they been married?---Did you buy anything?
445051969__72157600045418431,https://farm1.staticflickr.com/175/445051969_a2f4730d66_o.jpg,How tall is this flag pole?---Why does this flag seem so lonely?---What city is that?---Who tall is the flagpole?---What city is this?
6686579875__72157628843767435,https://farm8.staticflickr.com/7019/6686579875_651dd4194c_o.jpg,Is this a food pantry?---What kind of fruit is in the basket?---Why was he wearing that apron?---What is this man's profession?---What is he carrying?
4319345259__72157623207899891,https://farm5.staticflickr.com/4048/4319345259_50d630b6e0_o.jpg,How tall are these ladies?---Are they strippers?---Are these ladies out dancing?---How tall are those ladies?---Was she falling when the pic was took?
24136388__608630,https://farm1.staticflickr.com/18/24136388_0736e8ad4f_o.jpg,When did they get married?---When did they get married?---Is she going to shove cake in his face?---Who got married?---Is the cake iced with marzipan?
8651182597__72157633252837586,https://farm9.staticflickr.com/8119/8651182597_5cd16f7163_o.jpg,Why was the president shaking this guy's hand?---Who is the person shaking Obama's hand?---Who is shaking the presidents hand?---How was the President's speech?---Who is shaking President Obama's hand?
6771128647__72157629054977655,https://farm8.staticflickr.com/7028/6771128647_e7c334cb5b_o.jpg,Is that chandelier in your house?---How much is that worth?---Are those real diamonds?---How much is that chandelier worth?---How big is that chandelier?
143827226__72057594128585766,https://farm1.staticflickr.com/54/143827226_e633d8db80_o.jpg,Whose wedding is this?---Why is this guy dressed up?---He is the groom or groomsmen?---What is his name?---Why was he dressed up?
5144260993__72157625183527809,https://farm5.staticflickr.com/4060/5144260993_c40e1a3d57_o.jpg,What is this event called?---Why was she all dressed up?---What kind of show is this?---What kind of outfit is she wearing?---Is that woman performing in a musical?
34081302__751602,https://farm1.staticflickr.com/21/34081302_f07fc030f0_o.jpg,Who owns this browerstone?---Is this an apartment building ?---Is that the front of your house?---What style of architecture is this house?---How old is this building?
4542503776__72157623907061338,https://farm3.staticflickr.com/2739/4542503776_11189a5ae0_o.jpg,What building is that?---What is at 1884?---Is that an office building?---Is 1883 when it was built?---Is that building still in use?
10543684445__72157637055790775,https://farm8.staticflickr.com/7358/10543684445_e02070564d_o.jpg,Are they at a Halloween party?---Was that a Halloween party?---Was this a school dance ?---Why are the children wearing costumes?---Is this a school party?
2155439867__72157603598204578,https://farm3.staticflickr.com/2416/2155439867_ab380d6f55_o.jpg,What is his name?---Is he signing an autograph?---What are they looking at?---Are they in an airport?---What is he doing?
80670316__1723675,https://farm1.staticflickr.com/39/80670316_d59c237937_o.jpg,Why is the photo so blurry?---What place did they take this picture at?---What is the lady's name in the glasses?---Who's party was this?---Are they just friends?
5099999066__72157625206127622,https://farm5.staticflickr.com/4128/5099999066_a8856f5be4_o.jpg,"Is the boy in front wearing pants?---Is he going to spike the ball?---What's the score?---Who won the game, shirts or skins?---Who won this point?"
415315600__72157594578365828,https://farm1.staticflickr.com/179/415315600_945cb8501f_o.jpg,What is that couple's last name going to be?---Who was getting married?---Who officiated the wedding?---What are the names of the bride and the groom?---Who is the pastor?
425984233__72157600016305695,https://farm1.staticflickr.com/178/425984233_650bb98482_o.jpg,How long did it take for him to tie his tie?---Who is the man in the black suit?---What are these men getting ready for?---What is the special occasion?---Is that man getting married?
1499850269__72157602296120141,https://farm2.staticflickr.com/1384/1499850269_0d41e29201_o.jpg,Did the take-out come with hot sauce?---What kind of food is that?---What were you making?---What is in the pot?---What is going to be made?
22505382__520702,https://farm1.staticflickr.com/18/22505382_6ea90f19b2_o.jpg,What does the vehicle do?---Is that a replica or does it actually work?---Is that some kind of flying simulator?---What kind of vehicle is that?---Is that a single person submarine?
4428257128__72157623608171432,https://farm5.staticflickr.com/4006/4428257128_a557dba83c_o.jpg,How long has the pilot been in the Air Force?---What kind of award is this man getting?---Who is the man receiving the award?---What award is he receiving?---How many other awards has he received?
4233099131__72157622988313891,https://farm3.staticflickr.com/2683/4233099131_c2f21bc6da_o.jpg,Are one of those your boat?---What body of water is this?---What body of water is that?---Is this Vietnam or Thailand?---How many more boats were out there?
114826605__72057594085750746,https://farm1.staticflickr.com/42/114826605_7850153906_o.jpg,What is on that chicken?---What kind of food is that?---How did it taste?---How many grams of fat are in these foods?---What toppings are on the pizza?
4471424688__72157623602225655,https://farm5.staticflickr.com/4054/4471424688_86d813e723_o.jpg,What is he using to color the eggs?---Is he painting eggs for Easter?---Is he going to dye all of the egs alone?---Did he break any eggs?---What is the little boy's name?
495892677__72157600209207283,https://farm1.staticflickr.com/223/495892677_6a09b930aa_o.jpg,What building is that?---What city is this in?---What is housed inside that building?---What city is that in?---What is the symbolism of that statue?
12760426__310992,https://farm1.staticflickr.com/11/12760426_d70210e59d_o.jpg,Did that burger taste any good?---How did it taste?---Is that American cheese?---Won't that cheese start a fire?---what restaurant is this?
2657617284__72157606154057289,https://farm4.staticflickr.com/3033/2657617284_a6954d6aea_o.jpg,Is this girl sad?---What is she anticipating?---What is her name?---Why was she so happy?---Is she still waiting for her food?
143793137__72057594130652183,https://farm1.staticflickr.com/53/143793137_6587b67528_o.jpg,How high does the tide get?---How cold was the beach?---How cold was the water?---Was it cold that day?---How did his pants get so wet?
41227978__72157594188366241,http://farm1.staticflickr.com/30/41227978_8d3d849797_o.jpg,What is she writing?---Isn't that girl too young to be married?---Did they get married at a zoo?---Is that the bride?---How fast can she write?
10490739__259097,https://farm1.staticflickr.com/5/10490739_b97f7d089d_o.jpg,How long till you saw a car?---What mountains are in the background?---What kind of rock formations are those?---What is the speed limit down this road?---What's on the other side of the mountains?
90406632__72057594053004564,https://farm1.staticflickr.com/34/90406632_6142a4ecfd_o.jpg,Why is that sink so small?---Why is a screwdriver being held to a pan?---How dirty is the pot?---Is that your kitchen sink?---Is that a good way to wash the pan?
1372177123__72157601995579861,https://farm2.staticflickr.com/1036/1372177123_e216edbade_o.jpg,How old is that picture?---Do you know any of these men?---How long ago was this photograph taken?---How old is the photo?---What kind of uniform are those men wearing?
98560313__72057594062976464,https://farm1.staticflickr.com/36/98560313_2b5fcece85_o.jpg,What is that guy eating?---What is he eating?---What is he eating?---What is he eating?---Is he enjoying the food?
47198208__1028985,https://farm1.staticflickr.com/24/47198208_3c35cc93a7_o.jpg,Was this a pre race meeting or something else?---Does the club often have guest speakers?---What is his name?---What is he speaking about?---What topic is he speaking on?
4368453790__72157623336623609,https://farm5.staticflickr.com/4024/4368453790_10f05980ff_o.jpg,Is this girl old enough to drink beer?---How much has she drank?---Was that her first beer of the night?---What is her name?---Did that lady get tipsy?---How many beers has she had?---Why was she drinking?---Is this her first beer of the night?---Is she at a barbecue?---Why is she smirking?
2348447__58982,https://farm1.staticflickr.com/2/2348447_a54f2c5869_o.jpg,What makes the forest enchated?---How much electricity do those lights use?---Who made the sign?---What is The Enchanted Forest?---How many drugs did you take?
379309293__72157594517145383,https://farm1.staticflickr.com/156/379309293_8e2f2582df_o.jpg,Is the car behind them following them?---Is that frost on the trees?---Who was driving while you took the photograph?---Is that your car?---Why did he take this picture?
3645864063__72157619978165611,http://farm4.staticflickr.com/3621/3645864063_af5db7cda7_o.jpg,Are these people immediate family?---What are the guys getting together for?---Who is the guy in the hat?---Are they co-workers or friends?---Are they all friends with each other?
