image_id,image_url,questions
10890,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000010890.jpg,What is inside the truck?---What purpose does this truck serve?---What's in the cooler?---Is the food from that truck good?---What kind of food truck is that?
497393,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000497393.jpg,Which rodeo is this?---Is that a rodeo competition?---When did this rodeo take place?---What are the rules?---Do you enjoy the rodeo?
198436,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000198436.jpg,Where is the microwave?---Are you going to remodel?---Is the kitchen floor real tile?---Did you recently remodel the kitchen?---How big is this kitchen?
218964,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000218964.jpg,What kind of pizzas are these?---Was the dough made from scratch?---What was all on the pizzas?---How many people are you feeding?---How long do the pizzas have to cook?
218965,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000218965.jpg,Is that a lake or a beach?---Why do these cows get waterfront property?---Where is this?---Is this a drawing or a photograph?---How many cows do you have?
39100,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000039100.jpg,Is this man too big for the bike?---Where is this?---What brand of motorcycle is that ?---What kind of motorcycle is he driving?---How is that bike holding him up?
3992,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000003992.jpg,What is in the bowl?---What is the flavor of the purple ice cream?---Is that ice cream?---What flavor of ice cream is that?---What flavor ice cream is that?
68482,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000068482.jpg,Whose meal is this?---Is this lunch healthy?---What is that crusted food on the plate?---What kind of dish is that?---What sort of dish is on the bottom?
304015,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000304015.jpg,Does that look like a secure way to transport luggage?---Where are the people who own this luggage travelling to?---Why are the suitcases on the cart?---Was this hotel baggage?---Is there enough room in the car for all this luggage?
288814,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000288814.jpg,Is it about to rain?---Did it rain later?---What month is this?---Why are all the lights red at the same time?---Do you think the light is stuck on red?
281835,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000281835.jpg,Do people feed the pigeons?---What kind of bird is that?---What type of bird is this?---What city is shown in this photo?---What town is this?
43873,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000043873.jpg,Where is this zoo?---Did the polar bear swim?---How old is the polar bear?---Is the polar bear wet?---How old is that polar bear?
579752,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000579752.jpg,What kind of bus is that?---How old is the RV?---What country is this bus in?---Where is the bus going?---What type of vehicle is this?
130886,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000130886.jpg,How far did he throw the frisbee?---Do you refer to any flying disc as a Frisbee?---What is his name?---Who won the disc golf game?---Is there a dog to catch the frisbee?
562205,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000562205.jpg,Does the cat always drink with its paw?---Does that cat have six toes?---How old is that cat?---What is that cat drinking?---Is this cat drinking from the cup?
73061,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000073061.jpg,What is the dog's name?---Is the dog relaxing?---How old is the dog?---What breed of dog is that?---Does the dog like a lot of attention?
249666,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000249666.jpg,Whose bike is this?---What is the name of that type of bicycle?---What kind of bike is that?---What kind of bike is that?---What are the boards for?
101497,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000101497.jpg,What is the dog's name?---Did he like it?---How old is that dog?---Is that a cupcake the dog is going to eat?---Is the dog going to eat the cupcake?
413459,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000413459.jpg,Is MTS the tour bus on Broadway?---What is that building?---Where is this building?---What is that building?---What city is this?
60350,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000060350.jpg,Are all these people in the same family?---Do you play together often?---Are they playing a dance game?---What game might they be playing?---What video game are they playing?
149338,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000149338.jpg,Are those bears?---Did they stick around long?---What were the bears doing there?---What kind of animals are on that road?---Why are bears in the road?
280051,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000280051.jpg,Why is there only one seat at the table?---What are they celebrating?---What are all the flags on the table for?---What countries are all those flags for?---What was the event?
13603,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000013603.jpg,Is this someones actual office?---Why do they like zombies so much?---What kind of pizza is that?---Whose room is this?---Why is the guy relaxing?
348370,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000348370.jpg,Are these snowboarders on the same team?---When did you start snowboarding?---How long have you been snowboarding?---Where were they snowboarding?---Where are you guys on a skiing vacation?
413923,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000413923.jpg,Do many people stack things on their motorcycles like that?---How Old is this picture?---What is the bike carrying?---How far does the woman have to walk?---Is she able to walk without the aid of that umbrella?
77769,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000077769.jpg,What breed of dog is it?---What kind of dog is shown here?---What breed of dog is that?---Is the dog sick?---How often does he need groomed?
465177,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000465177.jpg,What is the recipe for that pulled pork?---Is that pulled pork?---How much did that barbecue cost?---What kind of meat is that?---How many did you make?
379799,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000379799.jpg,What is the cat's name?---What type of breed is the cat?---Have you seen others that color?---How old is that cat?---How old is the cat?
158099,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000158099.jpg,Who put the graffiti on this train?---Is that graffiti or artwork?---Where is the train going?---Couldn't they clean that off the subway car?---Where is the train going?
411849,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000411849.jpg,Doe the train move?---How old is that train?---Would you ride a train?---What kind of train is that?---Is the train operable?
102191,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000102191.jpg,What country is this picture taken in?---Does the fireplace open on the other side of the wall also?---How big is this house?---Is that living room inside our outside?---How much does the fireplace help when it's cold?
235410,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000235410.jpg,Would you just fill up on the bread basket?---What is the name of the drink on the left?---Is this meal for a special occasion?---What kind of celebration is this?---Was your meal good?
558711,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000558711.jpg,Is this a kitchen in a home?---How big are those cabinets?---Is that a new fridge?---Was this taken in a kitchen?---What kind of cabinet is that?
86210,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000086210.jpg,How much snow is on the ground?---Are the people walking down the sidewalk criminals?---Where is this?---Does it snow frequently here?---Are these cars running a red light?
486628,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000486628.jpg,What are the people doing?---Are these people in China?---What were they doing there?---What city is this street in?---What country is this?
155707,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000155707.jpg,Do you think that cat looks mad?---Is there a coordinating jacket?---What breed of cat is that?---What is on the cat's head?---What is on the cat's head?
515249,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000515249.jpg,What kind of doughnut is that?---How many did you eat?---Where did you get the donuts?---Was the doughnut good?---What kind of doughnut is he eating?
140092,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000140092.jpg,Who is that in the bed?---When was this photo taken?---Is the man feeling well?---How sick is he?---Why is the man injured?
98642,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000098642.jpg,What type of sandwich is on this plate?---What kind of sandwich is that?---Are those pickles kosher dill?---Did you have chips with your sandwich?---What type of sandwich is this?
527748,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000527748.jpg,What kind of cell phone is that?---Is his person making a call?---Whose phone is this?---How old is the phone?---What model phone is that?
121232,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000121232.jpg,Whose kitchen is that?---How big is the kitchen?---Who cooked?---Is that real tile on the kitchen floor?---Is that kitchen new?
119993,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000119993.jpg,Do you ever use the bottles?---What do you call that toy horse on the vanity table?---Where did you buy that pony statue?---Where did you collect your vintage trinkets?---How tall is the table?
424124,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000424124.jpg,Did he hit a home run?---What teams are theses?---What legue is this?---Who is batting?---What teams are playing?
121235,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000121235.jpg,Are those grey items stacked in back a hose?---Did they take the firetruck out to wash?---Where are the firefighters at?---How heavy do you think that truck is?---Had a fire recently broke out?
240038,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000240038.jpg,Is this a park or a fortress?---Where is this?---What is the scaffolding for?---Is that stop sign suppose to be upside down?---What is that building used for?
460115,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000460115.jpg,Who are those players?---Why does that player have his back to the net?---What's the score in the game?---What was the final score of this tennis match?---Was this a professional tennis tournament?
550097,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000550097.jpg,Did the boats crash?---Is that a shrimp boat?---Are there other derelict ships in this same area?---are the boats sunk?---Is one of those boats sinking?
36204,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000036204.jpg,Why is he looking at the apple?---Is this a school photo?---What variety of apple is that?---Is he suggesting that you are the apple of his eye?---Why is he holding that apple like that?
16706,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000016706.jpg,What zoo is that?---Were the animals in a zoo or reservation?---Where is this zoo?---Do the zebras and giraffes always live together?---Do they chew on the tree?
224938,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000224938.jpg,Do you ride a lot?---What kind of bike does she ride?---What is her name?---What is she sitting on?---What is she pointing at?
392115,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000392115.jpg,Where is the plane going?---What is this plane's destination?---What do you think the elevation of this plane is?---How did you take this photo?---What airport did that plane take off from?
387329,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000387329.jpg,How much did this meal cost?---What kind of food is that?---What kind of salad is that?---What kind of protein is in this dish?---What food is this?
581770,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000581770.jpg,"Is the front wheel broken?---Why does FedEx have a plane that big?---Where is that plane going?---Does this make you think of the movie ""Castaway""?---What airport is that?"
445075,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000445075.jpg,Where is the train stopping next?---Is the track currently in use?---How many cars does the cargo train have?---Where is this?---How long is that train?
22482,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000022482.jpg,Did he throw in time to get the other player out?---Did the pitcher throw a strike?---Did he throw a strike?---Are all the images of the same pitcher?---What is the pitchers name?
562849,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000562849.jpg,What kind of urinals are those?---Where is this bathroom?---why would they put those glass blocks above the urinals?---Is this a school restroom?---How big is the bathroom?
99844,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000099844.jpg,What is the name of the building with the clock?---Where is the bus going?---What cathedral is that behind the bus?---Where is this bus travelling?---What city was this?
85322,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000085322.jpg,What is Linda?---What kind of device is this?---What was she doing with the phone?---What kind of experiment is taking place here?---What is the person doing with the phone?
97339,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000097339.jpg,What kind of sprinkles are on the doghnut?---Does that donut have bacon on it?---Where did that doughnut come from?---Where is this donut from?---Are those onions on your donut?
85320,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000085320.jpg,What model laptop is that?---what is on the subwoofer?---Is that your office?---Why is this desk messy?---Is this a home office?
510167,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000510167.jpg,Why are the birds in the water?---Did you see the birds catch fish?---Is that a swamp?---What do you call those long-necked white birds?---Are the birds hunting for food?
116783,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000116783.jpg,Where is the fire truck going?---Where is this cafe located?---Did the white car get into an accident?---Were there any injuries in this accident?---What city is this?
544785,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000544785.jpg,Whose house is this?---What type of wood is the china cabinet made from?---Do any children live in this house?---Are those hardwood floors?---Is the ceiling rounded?
250195,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000250195.jpg,What city is this street in?---Is this man walking as part of a daily exercise program?---If it's cold why isn't he wearing pants?---Where is he walking to?---How far does he run?
46002,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000046002.jpg,What is this person looking at on the laptop?---What gameshow is that on the screen?---What program is playing?---What show were you watching?---Do you watch that a lot?
43506,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000043506.jpg,Where is the train?---Is the train for transportation?---Was the train empty?---How long is that train?---Where is the train going ?
537968,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000537968.jpg,Is the traffic heavy?---What train station is that?---What is that building with the black roof?---What is this church that's being shown?---What building is this?
433288,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000433288.jpg,What food was eaten?---What was on the plate?---What was in the bowl?---What was the main dish?---What was in the bowl?
42585,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000042585.jpg,What is the name of the salad with the peaches?---What kind of deli meat is that?---What foods are on the dishes?---Why is there no meat with this meal?---Did you grow the fruits and vegetables for this meal?
190022,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000190022.jpg,What is that?---Where is the truck transporting to?---What is on the trailer?---What are those red and blue things attached to?---Are those rockets?
457235,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000457235.jpg,Whose bed is this?---What is that bedspread called?---Is this someone's personal room?---Is that your bedroom?---Do you always make your bed?
489415,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000489415.jpg,What kind of display is this?---How old are those suitcases?---Why are suitcases stacked here?---Are those authentic vintage suitcases?---Where is this?
328088,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000328088.jpg,Why is parking so bad?---Are the cars running a red light?---Have you been to this intersection before?---In what city was this photo taken?---Are those single family homes?
128290,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000128290.jpg,Is this a hotel room or a bedroom?---Whose bed is this?---What kind of bedding is that?---Do you always fold them so neatly?---Is that a fitted bedsheet or regular?
297564,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000297564.jpg,Where is that buss headed?---Did you ride that bus?---Where is this?---Is the bus in use?---Is this bus functioning properly?
135369,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000135369.jpg,Does your friend always eat his pizza from the crust side first?---What toppings are on that pizza?---Is he related?---Why did that man take a picture of himself eating pizza?---How did it taste?
506910,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000506910.jpg,How old is this church?---Are there services in this church?---Is that a church?---How tall is the spire of the large cathedral?---Where is this?
270440,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000270440.jpg,Who is the kid doing the skateboard trick?---What is the name of this skate trick?---What kind of skateboard is that?---How big is the skate park?---Is this a skateboard competition?
409135,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000409135.jpg,Where is the skateboarder going?---What does the lettering behind him say?---What language is the advert in?---Did many people ride skateboards there?---What do the words mean in english?
409134,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000409134.jpg,Why does that statue have an umrella?---Who crafted this statue?---Is he facing a street?---What is that statue made of?---Is that a sculpture or street performer?
249470,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000249470.jpg,Is this a new kitchen?---How do they keep their kitchen so sclean?---What are those dishes sitting in?---Who designed this kitchen?---What do you use the rack on the stove for?
410173,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000410173.jpg,Is this bus at capacity?---What time of the day is this?---Are they preparing to leave?---Is that a group tour?---Did you ride that bus?
333241,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000333241.jpg,Why is it cats love to lay in boxes?---Why did the owner put the cat on the plant pot?---Is that white cat black on the other side?---What kind of cat is that?---How old is this cat?
515684,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000515684.jpg,How fast are these airplanes?---What model of planes are those?---What kind of planes are those?---How fast can those planes fly?---Who owns these airplanes?
578482,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000578482.jpg,Does that truck run?---Are there any animals in this photo?---How long has that truck been sitting there?---Where is that shack located?---Is that an old abandoned train?
201940,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000201940.jpg,What are you reading?---What is this man doing on his laptop?---Why does the man have white hair?---What kind of music do you play?---What music software are you using?
578484,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000578484.jpg,Is that guy using a flip phone?---What brand of phone is that?---Would you take a selfie in a public restroom?---What kind of phone is that?---Does this person work for Mozilla?
102447,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000102447.jpg,Why are there just leaves in a vase?---What type of plant is this?---Is there enough soil for the plant?---Will this plant continue to grow in this container?---What kind of jar are those plants in?
520378,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000520378.jpg,Is that a kite?---is he flying that kite?---What ocean is this?---Do you think this kite is sufficiently aerodynamic?---Can that kite fly high?
251170,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000251170.jpg,Where is this?---Who made this mural?---Do you like the painting?---Why is the fire hydrant white?---Is the painting on the wall dry?
162031,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000162031.jpg,Why is the cat under the blanket?---Does he grab your fingers from under there?---What is the kitty hiding from?---What is he hiding from?---Is the cat scared?
117327,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000117327.jpg,How many eggs are in the omelette?---How much did that dish cost?---Does he omelette have meat?---Do you enjoy omelettes?---Is that an omelette?
198631,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000198631.jpg,What are those flowers?---What are you planning to put into the other vase?---What kind of flowers are those?---What kind of flowers are those?---What type of flowers are in the vase?
204087,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000204087.jpg,What is the name of the castle in the background?---Where is this?---Where was this taken?---Is that a castle in the back?---What breed of horse is this?
185663,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000185663.jpg,Does it rain there often?---Why are they holding open umbrellas on a sunny day?---Why do the people have umbrellas when it is fairly sunny out?---Are these women friends?---How hard is it raining?
313710,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000313710.jpg,Do you get bananas from your tree year round?---Are those bananas good to eat?---How is it possible that a tree can grow inside?---How are bananas growing inside?---Are these bananas grown at a person's home?
64906,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000064906.jpg,What kind of plane is that?---Did you fly it?---What kind of plane is that?---What kind of plane is this?---Is this a two engine plane?
192795,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000192795.jpg,Who is that going surfin---How old is this photo?---is this a resort advertisement?---Where is that beach at in Costa Rica?---Where is Costa Rica on a map?
488564,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000488564.jpg,What is the cooking time for this pizza?---What kind of cheese is in there?---What topping is on this pizza?---How did you like the basil on the pizza?---What kind of cheese is that?
323695,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000323695.jpg,How bad was the traffic?---Why is traffic stopped?---Why is there so much traffic?---Why are European icense plates weird looking?---What city is this?
473261,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000473261.jpg,What were those two watching?---Is this a college?---Are these girls at school?---What class are they studying for?---Why does that girl have her sweater halfway off?
135749,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000135749.jpg,Why are they following that bus?---What street is this?---What city was this taken in?---Are you just visiting?---Where are the bicyclists going?
404194,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000404194.jpg,How old is that woman?---Does this woman know what she's doing?---How cold is it there?---What city is this in?---Are these people going out to ski?
484260,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000484260.jpg,Is that a zebra family?---Are these three zebras a family?---How much does a zebra weigh?---Are those baby zebras?---Are those zebras in a park or zoo?
168083,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000168083.jpg,How old is that camera?---How much taller is the person on the right than the person on the left?---What are their names?---Do your friends use Colgate toothpaste?---What kind of camera is that?
514131,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000514131.jpg,Is the bench homemade?---What kind of plant is that in the pot?---What is that man's name?---What is the same color as the bench?---Where did he buy those purple socks?
415991,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000415991.jpg,Did someone buy this computer?---Did you buy it?---Why is this computer marked down?---Is the computer at home?---Do you think this is a good deal for the brand and specs?
236818,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000236818.jpg,Is this a minor league game?---Is his team winning the game?---Are they getting ready to start the game---Was it a good game?---Is the game over?
249982,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000249982.jpg,Where is this train museum located?---Where is the train going?---What city does this transit system serve?---Is this train in service?---Did you just get off the train?
113310,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000113310.jpg,Was this taken in France?---Is that plane flying to Paris?---Where is that plane going?---Would you travel to france?---Did you travel on that airplane?
44247,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000044247.jpg,Is this for a birthday?---What is a tiffin?---Which one was your favorite?---What other desserts do they serve?---Are the middle ones brownies?
53608,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000053608.jpg,What food is he preparing?---What is he cooking?---What is he going to eat with he crab?---What is the making?---Where did this man find crabs?
454155,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000454155.jpg,How many cows do you have?---Are the cows calm?---Were the steer friendly?---Do these animals enjoy wearing bells?---What are in the cows ears?
147873,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000147873.jpg,Where are the people?---Where is that old kitchen?---What is the stoneware jug going to be used for?---What are they making?---What kind of facility is this kitchen in?
427169,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000427169.jpg,Who is the professor?---How many classes do you take?---What was the lecture about?---What was he speaking about?---What subject is he teaching?
357173,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000357173.jpg,What kind of flowers are in the vase?---What kind of flo---What kind of flower is in this vase?---Where are these flowers from?---Who owns the flowers?
122763,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000122763.jpg,What are the dimensions of the computer screen?---What does rtbf stand for?---Is that a game on the monitor?---What does rtbr mean?---Is that a custom made laptop?
99511,https://vision.ece.vt.edu/data/mscoco/images/train2014/./COCO_train2014_000000099511.jpg,What is he taking a picture of?---Is that a convection oven?---Is this an appliance ad shoot?---What is she taking a picture of?---Why are they photographing the kitchen?
